word,emotion,present
aborto espontâneo,tristeza,1
aborto espontâneo,surpresa,0
aborto espontâneo,confiança,0
abraço,positivo,1
abraço,negativo,0
abraço,raiva,0
abraço,antecipação,0
abraço,nojo,0
abraço,medo,0
abraço,alegria,1
abraço,tristeza,0
abraço,surpresa,0
abraço,confiança,1
abranger,positivo,1
abranger,negativo,0
abranger,raiva,0
abranger,antecipação,1
abranger,nojo,0
abranger,medo,0
abranger,alegria,1
abranger,tristeza,0
abranger,surpresa,1
abranger,confiança,1
abrasão,positivo,0
abrasão,negativo,1
abrasão,raiva,0
abrasão,antecipação,0
abrasão,nojo,0
abrasão,medo,0
abrasão,alegria,0
abrasão,tristeza,0
abrasão,surpresa,0
abrasão,confiança,0
abrigo,positivo,1
abrigo,negativo,0
abrigo,raiva,0
abrigo,antecipação,0
abrigo,nojo,0
abrigo,medo,0
abrigo,alegria,0
abrigo,tristeza,0
abrigo,surpresa,0
abrigo,confiança,1
abrupto,positivo,0
abrupto,negativo,0
abrupto,raiva,0
abrupto,antecipação,0
abrupto,nojo,0
abrupto,medo,0
abrupto,alegria,0
abrupto,tristeza,0
abrupto,surpresa,1
abrupto,confiança,0
abscesso,positivo,0
abscesso,negativo,1
abscesso,raiva,0
abscesso,antecipação,0
abscesso,nojo,0
abscesso,medo,0
abscesso,alegria,0
abscesso,tristeza,1
abscesso,surpresa,0
abscesso,confiança,0
absentismo,positivo,0
absentismo,negativo,1
absentismo,raiva,0
absentismo,antecipação,0
absentismo,nojo,0
absentismo,medo,0
absentismo,alegria,0
absentismo,tristeza,0
absentismo,surpresa,0
absentismo,confiança,0
absoluto,positivo,1
absoluto,negativo,0
absoluto,raiva,0
absoluto,antecipação,0
absoluto,nojo,0
absoluto,medo,0
absoluto,alegria,0
absoluto,tristeza,0
absoluto,surpresa,0
absoluto,confiança,0
absolvição,positivo,1
absolvição,negativo,0
absolvição,raiva,0
absolvição,antecipação,0
absolvição,nojo,0
absolvição,medo,0
absolvição,alegria,1
absolvição,tristeza,0
absolvição,surpresa,0
absolvição,confiança,1
absorver,positivo,0
absorver,negativo,1
absorver,raiva,0
absorver,antecipação,0
absorver,nojo,0
absorver,medo,0
absorver,alegria,0
absorver,tristeza,0
absorver,surpresa,0
absorver,confiança,0
absorvido,positivo,1
absorvido,negativo,0
absorvido,raiva,0
absorvido,antecipação,0
absorvido,nojo,0
absorvido,medo,0
absorvido,alegria,0
absorvido,tristeza,0
absorvido,surpresa,0
absorvido,confiança,0
absurdo,positivo,0
absurdo,negativo,1
absurdo,raiva,0
absurdo,antecipação,0
absurdo,nojo,0
absurdo,medo,0
absurdo,alegria,0
absurdo,tristeza,0
absurdo,surpresa,0
absurdo,confiança,0
abundância,positivo,1
abundância,negativo,1
abundância,raiva,0
abundância,antecipação,1
abundância,nojo,1
abundância,medo,0
abundância,alegria,1
abundância,tristeza,0
abundância,surpresa,0
abundância,confiança,1
abundante,positivo,1
abundante,negativo,0
abundante,raiva,0
abundante,antecipação,0
abundante,nojo,0
abundante,medo,0
abundante,alegria,1
abundante,tristeza,0
abundante,surpresa,0
abundante,confiança,0
abuso,positivo,0
abuso,negativo,1
abuso,raiva,1
abuso,antecipação,0
abuso,nojo,1
abuso,medo,1
abuso,alegria,0
abuso,tristeza,1
abuso,surpresa,0
abuso,confiança,0
abutre,positivo,0
abutre,negativo,1
abutre,raiva,0
abutre,antecipação,0
abutre,nojo,1
abutre,medo,1
abutre,alegria,0
abutre,tristeza,0
abutre,surpresa,0
abutre,confiança,0
academia,positivo,1
academia,negativo,0
academia,raiva,0
academia,antecipação,0
academia,nojo,0
academia,medo,0
academia,alegria,0
academia,tristeza,0
academia,surpresa,0
academia,confiança,0
acadêmico,positivo,1
acadêmico,negativo,0
acadêmico,raiva,0
acadêmico,antecipação,0
acadêmico,nojo,0
acadêmico,medo,0
acadêmico,alegria,0
acadêmico,tristeza,0
acadêmico,surpresa,0
acadêmico,confiança,1
acalmar,positivo,1
acalmar,negativo,0
acalmar,raiva,0
acalmar,antecipação,0
acalmar,nojo,0
acalmar,medo,0
acalmar,alegria,0
acalmar,tristeza,0
acalmar,surpresa,0
acalmar,confiança,0
ação,positivo,1
ação,negativo,0
ação,raiva,0
ação,antecipação,0
ação,nojo,0
ação,medo,0
ação,alegria,0
ação,tristeza,0
ação,surpresa,0
ação,confiança,0
ação de graças,positivo,1
ação de graças,negativo,0
ação de graças,raiva,0
ação de graças,antecipação,0
ação de graças,nojo,0
ação de graças,medo,0
ação de graças,alegria,1
ação de graças,tristeza,0
ação de graças,surpresa,0
ação de graças,confiança,0
ação judicial,positivo,0
ação judicial,negativo,1
ação judicial,raiva,1
ação judicial,antecipação,0
ação judicial,nojo,1
ação judicial,medo,1
ação judicial,alegria,0
ação judicial,tristeza,1
ação judicial,surpresa,1
ação judicial,confiança,0
ácaro,positivo,0
ácaro,negativo,1
ácaro,raiva,0
ácaro,antecipação,0
ácaro,nojo,1
ácaro,medo,0
ácaro,alegria,0
ácaro,tristeza,0
ácaro,surpresa,0
ácaro,confiança,0
acaso,positivo,0
acaso,negativo,0
acaso,raiva,0
acaso,antecipação,0
acaso,nojo,0
acaso,medo,0
acaso,alegria,0
acaso,tristeza,0
acaso,surpresa,1
acaso,confiança,0
aceita,positivo,1
aceita,negativo,0
aceita,raiva,0
aceita,antecipação,0
aceita,nojo,0
aceita,medo,0
aceita,alegria,0
aceita,tristeza,0
aceita,surpresa,0
aceita,confiança,0
aceitação,positivo,1
aceitação,negativo,0
aceitação,raiva,0
aceitação,antecipação,0
aceitação,nojo,0
aceitação,medo,0
aceitação,alegria,0
aceitação,tristeza,0
aceitação,surpresa,0
aceitação,confiança,0
aceitável,positivo,1
aceitável,negativo,0
aceitável,raiva,0
aceitável,antecipação,0
aceitável,nojo,0
aceitável,medo,0
aceitável,alegria,0
aceitável,tristeza,0
aceitável,surpresa,0
aceitável,confiança,0
acelerador,positivo,0
acelerador,negativo,1
acelerador,raiva,1
acelerador,antecipação,0
acelerador,nojo,0
acelerador,medo,0
acelerador,alegria,0
acelerador,tristeza,0
acelerador,surpresa,0
acelerador,confiança,0
acelerar,positivo,0
acelerar,negativo,0
acelerar,raiva,0
acelerar,antecipação,1
acelerar,nojo,0
acelerar,medo,0
acelerar,alegria,0
acelerar,tristeza,0
acelerar,surpresa,0
acelerar,confiança,0
acertar,positivo,0
acertar,negativo,1
acertar,raiva,1
acertar,antecipação,0
acertar,nojo,0
acertar,medo,0
acertar,alegria,0
acertar,tristeza,0
acertar,surpresa,0
acertar,confiança,0
acessível,positivo,1
acessível,negativo,0
acessível,raiva,0
acessível,antecipação,0
acessível,nojo,0
acessível,medo,0
acessível,alegria,0
acessível,tristeza,0
acessível,surpresa,0
acessível,confiança,0
acho,positivo,0
acho,negativo,0
acho,raiva,0
acho,antecipação,0
acho,nojo,0
acho,medo,0
acho,alegria,0
acho,tristeza,0
acho,surpresa,1
acho,confiança,0
acidental,positivo,0
acidental,negativo,1
acidental,raiva,0
acidental,antecipação,0
acidental,nojo,0
acidental,medo,1
acidental,alegria,0
acidental,tristeza,0
acidental,surpresa,1
acidental,confiança,0
acidentalmente,positivo,0
acidentalmente,negativo,0
acidentalmente,raiva,0
acidentalmente,antecipação,0
acidentalmente,nojo,0
acidentalmente,medo,0
acidentalmente,alegria,0
acidentalmente,tristeza,0
acidentalmente,surpresa,1
acidentalmente,confiança,0
acidente,positivo,0
acidente,negativo,1
acidente,raiva,0
acidente,antecipação,0
acidente,nojo,0
acidente,medo,1
acidente,alegria,0
acidente,tristeza,1
acidente,surpresa,1
acidente,confiança,0
ácido,positivo,0
ácido,negativo,1
ácido,raiva,0
ácido,antecipação,0
ácido,nojo,0
ácido,medo,0
ácido,alegria,0
ácido,tristeza,0
ácido,surpresa,0
ácido,confiança,0
acima expostos,positivo,1
acima expostos,negativo,0
acima expostos,raiva,0
acima expostos,antecipação,0
acima expostos,nojo,0
acima expostos,medo,0
acima expostos,alegria,0
acima expostos,tristeza,0
acima expostos,surpresa,0
acima expostos,confiança,0
acionado,positivo,1
acionado,negativo,0
acionado,raiva,0
acionado,antecipação,1
acionado,nojo,0
acionado,medo,0
acionado,alegria,1
acionado,tristeza,0
acionado,surpresa,0
acionado,confiança,1
acionável,positivo,0
acionável,negativo,1
acionável,raiva,1
acionável,antecipação,0
acionável,nojo,1
acionável,medo,0
acionável,alegria,0
acionável,tristeza,0
acionável,surpresa,0
acionável,confiança,0
açoitar,positivo,0
açoitar,negativo,1
açoitar,raiva,1
açoitar,antecipação,0
açoitar,nojo,1
açoitar,medo,1
açoitar,alegria,0
açoitar,tristeza,1
açoitar,surpresa,0
açoitar,confiança,0
acolhedor,positivo,1
acolhedor,negativo,0
acolhedor,raiva,0
acolhedor,antecipação,0
acolhedor,nojo,0
acolhedor,medo,0
acolhedor,alegria,0
acolhedor,tristeza,0
acolhedor,surpresa,0
acolhedor,confiança,0
acometido,positivo,0
acometido,negativo,0
acometido,raiva,0
acometido,antecipação,0
acometido,nojo,0
acometido,medo,0
acometido,alegria,0
acometido,tristeza,1
acometido,surpresa,0
acometido,confiança,0
acompanhamento,positivo,1
acompanhamento,negativo,0
acompanhamento,raiva,0
acompanhamento,antecipação,1
acompanhamento,nojo,0
acompanhamento,medo,0
acompanhamento,alegria,1
acompanhamento,tristeza,0
acompanhamento,surpresa,0
acompanhamento,confiança,1
aconselhado,positivo,0
aconselhado,negativo,0
aconselhado,raiva,0
aconselhado,antecipação,0
aconselhado,nojo,0
aconselhado,medo,0
aconselhado,alegria,0
aconselhado,tristeza,0
aconselhado,surpresa,0
aconselhado,confiança,1
aconselhar,positivo,1
aconselhar,negativo,0
aconselhar,raiva,0
aconselhar,antecipação,0
aconselhar,nojo,0
aconselhar,medo,0
aconselhar,alegria,0
aconselhar,tristeza,0
aconselhar,surpresa,0
aconselhar,confiança,1
aconselhável,positivo,1
aconselhável,negativo,0
aconselhável,raiva,0
aconselhável,antecipação,0
aconselhável,nojo,0
aconselhável,medo,0
aconselhável,alegria,0
aconselhável,tristeza,0
aconselhável,surpresa,0
aconselhável,confiança,1
acontecer,positivo,0
acontecer,negativo,0
acontecer,raiva,0
acontecer,antecipação,1
acontecer,nojo,0
acontecer,medo,0
acontecer,alegria,0
acontecer,tristeza,0
acontecer,surpresa,0
acontecer,confiança,0
acordo,positivo,1
acordo,negativo,0
acordo,raiva,0
acordo,antecipação,1
acordo,nojo,0
acordo,medo,0
acordo,alegria,1
acordo,tristeza,0
acordo,surpresa,1
acordo,confiança,1
açougueiro,positivo,0
açougueiro,negativo,1
açougueiro,raiva,1
açougueiro,antecipação,0
açougueiro,nojo,1
açougueiro,medo,1
açougueiro,alegria,0
açougueiro,tristeza,0
açougueiro,surpresa,0
açougueiro,confiança,0
acreditando,positivo,1
acreditando,negativo,0
acreditando,raiva,0
acreditando,antecipação,0
acreditando,nojo,0
acreditando,medo,0
acreditando,alegria,0
acreditando,tristeza,0
acreditando,surpresa,0
acreditando,confiança,1
acreditava,positivo,0
acreditava,negativo,0
acreditava,raiva,0
acreditava,antecipação,0
acreditava,nojo,0
acreditava,medo,0
acreditava,alegria,0
acreditava,tristeza,0
acreditava,surpresa,0
acreditava,confiança,1
acréscimo,positivo,1
acréscimo,negativo,0
acréscimo,raiva,0
acréscimo,antecipação,0
acréscimo,nojo,0
acréscimo,medo,0
acréscimo,alegria,0
acréscimo,tristeza,0
acréscimo,surpresa,0
acréscimo,confiança,0
acrobata,positivo,1
acrobata,negativo,0
acrobata,raiva,0
acrobata,antecipação,0
acrobata,nojo,0
acrobata,medo,1
acrobata,alegria,1
acrobata,tristeza,0
acrobata,surpresa,0
acrobata,confiança,1
açúcar,positivo,1
açúcar,negativo,0
açúcar,raiva,0
açúcar,antecipação,0
açúcar,nojo,0
açúcar,medo,0
açúcar,alegria,0
açúcar,tristeza,0
açúcar,surpresa,0
açúcar,confiança,0
acuidade,positivo,1
acuidade,negativo,0
acuidade,raiva,0
acuidade,antecipação,0
acuidade,nojo,0
acuidade,medo,0
acuidade,alegria,0
acuidade,tristeza,0
acuidade,surpresa,0
acuidade,confiança,0
acusação,positivo,0
acusação,negativo,1
acusação,raiva,1
acusação,antecipação,0
acusação,nojo,1
acusação,medo,1
acusação,alegria,0
acusação,tristeza,1
acusação,surpresa,0
acusação,confiança,0
acusado,positivo,0
acusado,negativo,1
acusado,raiva,1
acusado,antecipação,0
acusado,nojo,0
acusado,medo,1
acusado,alegria,0
acusado,tristeza,0
acusado,surpresa,0
acusado,confiança,0
acusador,positivo,0
acusador,negativo,1
acusador,raiva,1
acusador,antecipação,0
acusador,nojo,0
acusador,medo,1
acusador,alegria,0
acusador,tristeza,0
acusador,surpresa,0
acusador,confiança,0
acusando,positivo,0
acusando,negativo,1
acusando,raiva,1
acusando,antecipação,0
acusando,nojo,0
acusando,medo,1
acusando,alegria,0
acusando,tristeza,0
acusando,surpresa,0
acusando,confiança,0
acusar,positivo,0
acusar,negativo,1
acusar,raiva,1
acusar,antecipação,0
acusar,nojo,0
acusar,medo,1
acusar,alegria,0
acusar,tristeza,0
acusar,surpresa,0
acusar,confiança,0
acusativo,positivo,0
acusativo,negativo,1
acusativo,raiva,0
acusativo,antecipação,0
acusativo,nojo,0
acusativo,medo,0
acusativo,alegria,0
acusativo,tristeza,0
acusativo,surpresa,0
acusativo,confiança,0
adaptar,positivo,1
adaptar,negativo,0
adaptar,raiva,0
adaptar,antecipação,0
adaptar,nojo,0
adaptar,medo,0
adaptar,alegria,0
adaptar,tristeza,0
adaptar,surpresa,0
adaptar,confiança,0
adaptável,positivo,1
adaptável,negativo,0
adaptável,raiva,0
adaptável,antecipação,0
adaptável,nojo,0
adaptável,medo,0
adaptável,alegria,0
adaptável,tristeza,0
adaptável,surpresa,0
adaptável,confiança,0
adepto,positivo,1
adepto,negativo,0
adepto,raiva,0
adepto,antecipação,0
adepto,nojo,0
adepto,medo,0
adepto,alegria,0
adepto,tristeza,0
adepto,surpresa,0
adepto,confiança,0
adequação,positivo,1
adequação,negativo,0
adequação,raiva,0
adequação,antecipação,0
adequação,nojo,0
adequação,medo,0
adequação,alegria,0
adequação,tristeza,0
adequação,surpresa,0
adequação,confiança,0
adequado,positivo,1
adequado,negativo,0
adequado,raiva,0
adequado,antecipação,0
adequado,nojo,0
adequado,medo,0
adequado,alegria,0
adequado,tristeza,0
adequado,surpresa,0
adequado,confiança,0
aderindo,positivo,0
aderindo,negativo,0
aderindo,raiva,0
aderindo,antecipação,0
aderindo,nojo,0
aderindo,medo,0
aderindo,alegria,0
aderindo,tristeza,0
aderindo,surpresa,0
aderindo,confiança,1
adiamento,positivo,0
adiamento,negativo,1
adiamento,raiva,0
adiamento,antecipação,0
adiamento,nojo,0
adiamento,medo,0
adiamento,alegria,0
adiamento,tristeza,0
adiamento,surpresa,0
adiamento,confiança,0
adiante,positivo,1
adiante,negativo,0
adiante,raiva,0
adiante,antecipação,0
adiante,nojo,0
adiante,medo,0
adiante,alegria,0
adiante,tristeza,0
adiante,surpresa,0
adiante,confiança,0
adicionador,positivo,0
adicionador,negativo,1
adicionador,raiva,1
adicionador,antecipação,0
adicionador,nojo,1
adicionador,medo,1
adicionador,alegria,0
adicionador,tristeza,1
adicionador,surpresa,0
adicionador,confiança,0
adiposo,positivo,0
adiposo,negativo,1
adiposo,raiva,0
adiposo,antecipação,0
adiposo,nojo,0
adiposo,medo,0
adiposo,alegria,0
adiposo,tristeza,0
adiposo,surpresa,0
adiposo,confiança,0
adivinhação,positivo,0
adivinhação,negativo,0
adivinhação,raiva,0
adivinhação,antecipação,1
adivinhação,nojo,0
adivinhação,medo,0
adivinhação,alegria,0
adivinhação,tristeza,0
adivinhação,surpresa,0
adivinhação,confiança,0
adjunto,positivo,1
adjunto,negativo,0
adjunto,raiva,0
adjunto,antecipação,0
adjunto,nojo,0
adjunto,medo,0
adjunto,alegria,0
adjunto,tristeza,0
adjunto,surpresa,0
adjunto,confiança,0
administrador,positivo,0
administrador,negativo,0
administrador,raiva,0
administrador,antecipação,0
administrador,nojo,0
administrador,medo,0
administrador,alegria,0
administrador,tristeza,0
administrador,surpresa,0
administrador,confiança,1
administrativo,positivo,0
administrativo,negativo,0
administrativo,raiva,0
administrativo,antecipação,0
administrativo,nojo,0
administrativo,medo,0
administrativo,alegria,0
administrativo,tristeza,0
administrativo,surpresa,0
administrativo,confiança,1
admiração,positivo,1
admiração,negativo,0
admiração,raiva,0
admiração,antecipação,0
admiração,nojo,0
admiração,medo,0
admiração,alegria,1
admiração,tristeza,0
admiração,surpresa,0
admiração,confiança,1
admirador,positivo,1
admirador,negativo,0
admirador,raiva,0
admirador,antecipação,0
admirador,nojo,0
admirador,medo,0
admirador,alegria,0
admirador,tristeza,0
admirador,surpresa,0
admirador,confiança,0
admirar,positivo,1
admirar,negativo,0
admirar,raiva,0
admirar,antecipação,0
admirar,nojo,0
admirar,medo,0
admirar,alegria,0
admirar,tristeza,0
admirar,surpresa,0
admirar,confiança,1
admirável,positivo,1
admirável,negativo,0
admirável,raiva,0
admirável,antecipação,0
admirável,nojo,0
admirável,medo,0
admirável,alegria,1
admirável,tristeza,0
admirável,surpresa,0
admirável,confiança,1
admissível,positivo,1
admissível,negativo,0
admissível,raiva,0
admissível,antecipação,0
admissível,nojo,0
admissível,medo,0
admissível,alegria,0
admissível,tristeza,0
admissível,surpresa,0
admissível,confiança,1
admoestação,positivo,0
admoestação,negativo,1
admoestação,raiva,0
admoestação,antecipação,0
admoestação,nojo,0
admoestação,medo,1
admoestação,alegria,0
admoestação,tristeza,0
admoestação,surpresa,0
admoestação,confiança,0
adolescentes,positivo,1
adolescentes,negativo,1
adolescentes,raiva,0
adolescentes,antecipação,0
adolescentes,nojo,0
adolescentes,medo,0
adolescentes,alegria,0
adolescentes,tristeza,0
adolescentes,surpresa,0
adolescentes,confiança,0
adoração,positivo,1
adoração,negativo,0
adoração,raiva,0
adoração,antecipação,0
adoração,nojo,0
adoração,medo,0
adoração,alegria,1
adoração,tristeza,0
adoração,surpresa,0
adoração,confiança,1
adorar,positivo,1
adorar,negativo,0
adorar,raiva,0
adorar,antecipação,1
adorar,nojo,0
adorar,medo,0
adorar,alegria,1
adorar,tristeza,0
adorar,surpresa,0
adorar,confiança,1
adorável,positivo,1
adorável,negativo,0
adorável,raiva,0
adorável,antecipação,0
adorável,nojo,0
adorável,medo,0
adorável,alegria,1
adorável,tristeza,0
adorável,surpresa,0
adorável,confiança,0
adquirindo,positivo,1
adquirindo,negativo,0
adquirindo,raiva,0
adquirindo,antecipação,1
adquirindo,nojo,0
adquirindo,medo,0
adquirindo,alegria,0
adquirindo,tristeza,0
adquirindo,surpresa,0
adquirindo,confiança,0
adquirir,positivo,1
adquirir,negativo,0
adquirir,raiva,0
adquirir,antecipação,0
adquirir,nojo,0
adquirir,medo,0
adquirir,alegria,0
adquirir,tristeza,0
adquirir,surpresa,0
adquirir,confiança,0
adstringente,positivo,0
adstringente,negativo,1
adstringente,raiva,0
adstringente,antecipação,0
adstringente,nojo,0
adstringente,medo,0
adstringente,alegria,0
adstringente,tristeza,0
adstringente,surpresa,0
adstringente,confiança,0
adulterado,positivo,0
adulterado,negativo,1
adulterado,raiva,0
adulterado,antecipação,0
adulterado,nojo,0
adulterado,medo,0
adulterado,alegria,0
adulterado,tristeza,0
adulterado,surpresa,0
adulterado,confiança,0
adultério,positivo,0
adultério,negativo,1
adultério,raiva,0
adultério,antecipação,0
adultério,nojo,1
adultério,medo,0
adultério,alegria,0
adultério,tristeza,1
adultério,surpresa,0
adultério,confiança,0
advento,positivo,1
advento,negativo,0
advento,raiva,0
advento,antecipação,1
advento,nojo,0
advento,medo,0
advento,alegria,1
advento,tristeza,0
advento,surpresa,0
advento,confiança,1
adversário,positivo,0
adversário,negativo,1
adversário,raiva,1
adversário,antecipação,0
adversário,nojo,0
adversário,medo,0
adversário,alegria,0
adversário,tristeza,0
adversário,surpresa,0
adversário,confiança,0
adversidade,positivo,0
adversidade,negativo,1
adversidade,raiva,1
adversidade,antecipação,0
adversidade,nojo,0
adversidade,medo,1
adversidade,alegria,0
adversidade,tristeza,1
adversidade,surpresa,0
adversidade,confiança,0
adverso,positivo,0
adverso,negativo,1
adverso,raiva,1
adverso,antecipação,0
adverso,nojo,0
adverso,medo,0
adverso,alegria,0
adverso,tristeza,0
adverso,surpresa,0
adverso,confiança,0
advertência,positivo,0
advertência,negativo,0
advertência,raiva,0
advertência,antecipação,0
advertência,nojo,0
advertência,medo,1
advertência,alegria,0
advertência,tristeza,0
advertência,surpresa,0
advertência,confiança,0
advertir,positivo,0
advertir,negativo,1
advertir,raiva,0
advertir,antecipação,1
advertir,nojo,0
advertir,medo,1
advertir,alegria,0
advertir,tristeza,0
advertir,surpresa,1
advertir,confiança,1
advocacia,positivo,1
advocacia,negativo,0
advocacia,raiva,1
advocacia,antecipação,1
advocacia,nojo,0
advocacia,medo,0
advocacia,alegria,1
advocacia,tristeza,0
advocacia,surpresa,0
advocacia,confiança,1
advogado,positivo,0
advogado,negativo,1
advogado,raiva,1
advogado,antecipação,0
advogado,nojo,1
advogado,medo,1
advogado,alegria,0
advogado,tristeza,0
advogado,surpresa,0
advogado,confiança,0
aeroporto,positivo,0
aeroporto,negativo,0
aeroporto,raiva,0
aeroporto,antecipação,1
aeroporto,nojo,0
aeroporto,medo,0
aeroporto,alegria,0
aeroporto,tristeza,0
aeroporto,surpresa,0
aeroporto,confiança,0
afastado,positivo,0
afastado,negativo,1
afastado,raiva,0
afastado,antecipação,0
afastado,nojo,0
afastado,medo,0
afastado,alegria,0
afastado,tristeza,0
afastado,surpresa,0
afastado,confiança,0
afável,positivo,1
afável,negativo,0
afável,raiva,0
afável,antecipação,0
afável,nojo,0
afável,medo,0
afável,alegria,0
afável,tristeza,0
afável,surpresa,0
afável,confiança,0
afeição,positivo,1
afeição,negativo,0
afeição,raiva,0
afeição,antecipação,0
afeição,nojo,0
afeição,medo,0
afeição,alegria,1
afeição,tristeza,0
afeição,surpresa,0
afeição,confiança,1
afeto,positivo,1
afeto,negativo,0
afeto,raiva,0
afeto,antecipação,0
afeto,nojo,0
afeto,medo,0
afeto,alegria,0
afeto,tristeza,0
afeto,surpresa,0
afeto,confiança,0
afiliado,positivo,1
afiliado,negativo,0
afiliado,raiva,0
afiliado,antecipação,0
afiliado,nojo,0
afiliado,medo,0
afiliado,alegria,0
afiliado,tristeza,0
afiliado,surpresa,0
afiliado,confiança,0
afirmação,positivo,1
afirmação,negativo,0
afirmação,raiva,0
afirmação,antecipação,0
afirmação,nojo,0
afirmação,medo,0
afirmação,alegria,0
afirmação,tristeza,0
afirmação,surpresa,0
afirmação,confiança,0
afirmando,positivo,1
afirmando,negativo,0
afirmando,raiva,0
afirmando,antecipação,0
afirmando,nojo,0
afirmando,medo,0
afirmando,alegria,0
afirmando,tristeza,0
afirmando,surpresa,0
afirmando,confiança,1
afirmar,positivo,1
afirmar,negativo,0
afirmar,raiva,0
afirmar,antecipação,0
afirmar,nojo,0
afirmar,medo,0
afirmar,alegria,0
afirmar,tristeza,0
afirmar,surpresa,0
afirmar,confiança,1
afirmativamente,positivo,1
afirmativamente,negativo,0
afirmativamente,raiva,0
afirmativamente,antecipação,0
afirmativamente,nojo,0
afirmativamente,medo,0
afirmativamente,alegria,0
afirmativamente,tristeza,0
afirmativamente,surpresa,0
afirmativamente,confiança,1
afirmativo,positivo,1
afirmativo,negativo,0
afirmativo,raiva,0
afirmativo,antecipação,0
afirmativo,nojo,0
afirmativo,medo,0
afirmativo,alegria,0
afirmativo,tristeza,0
afirmativo,surpresa,0
afirmativo,confiança,0
aflição,positivo,0
aflição,negativo,1
aflição,raiva,1
aflição,antecipação,0
aflição,nojo,1
aflição,medo,1
aflição,alegria,0
aflição,tristeza,1
aflição,surpresa,1
aflição,confiança,0
afligido,positivo,0
afligido,negativo,1
afligido,raiva,0
afligido,antecipação,0
afligido,nojo,0
afligido,medo,0
afligido,alegria,0
afligido,tristeza,0
afligido,surpresa,0
afligido,confiança,0
afligir,positivo,0
afligir,negativo,1
afligir,raiva,0
afligir,antecipação,0
afligir,nojo,0
afligir,medo,1
afligir,alegria,0
afligir,tristeza,1
afligir,surpresa,0
afligir,confiança,0
aflitivo,positivo,0
aflitivo,negativo,1
